n,T(n)
1,0.00018400000408291817
101,0.0015949999215081334
201,0.003029000014066696
301,0.004450000007636845
401,0.006097999983467162
501,0.007634000037796795
601,0.008945000008679926
701,0.010735000018030405
801,0.013067999971099198
901,0.01353300001937896
1001,0.015088999993167818
1101,0.017075999989174306
1201,0.019727000035345554
1301,0.020441000000573695
1401,0.021418000105768442
1501,0.023416999960318208
1601,0.02485099993646145
1701,0.02700799994636327
1801,0.028174999984912574
1901,0.028953999979421496
2001,0.03010600002016872
2101,0.03167699999175966
2201,0.0333329999120906
2301,0.03505200007930398
2401,0.03550400002859533
2501,0.03802099998574704
2601,0.03932300000451505
2701,0.039883999968878925
2801,0.043015000061132014
2901,0.04334099998231977
3001,0.04595299996435642
3101,0.04785700002685189
3201,0.04894200002308935
3301,0.0523990000365302
3401,0.051417000009678304
3501,0.05327999999281019
3601,0.05442199995741248
3701,0.05582499993033707
3801,0.05869699991308153
3901,0.058302000048570335
4001,0.06231900001876056
4101,0.06054400000721216
4201,0.06637599994428456
4301,0.06399099994450808
4401,0.06542599992826581
4501,0.06822199991438538
4601,0.06974100007209927
4701,0.07695999997667968
4801,0.07979700004216284
4901,0.07384600001387298
5001,0.0742550001014024
5101,0.07720500009600073
5201,0.07726699998602271
5301,0.07882599998265505
5401,0.07970899995416403
5501,0.082181999925524
5601,0.08224899997003376
5701,0.08420300006400794
5801,0.08643200004007667
5901,0.08841800002846867
6001,0.08948199998121709
6101,0.08978999999817461
6201,0.09050900000147521
6301,0.09356200008187443
6401,0.0941199999069795
6501,0.09708400000818074
6601,0.09656299999915063
6701,0.10137499996926636
6801,0.10208300000522286
6901,0.10424800007604063
7001,0.10458100005052984
7101,0.10555599990766495
7201,0.11173500004224479
7301,0.10800100001506507
7401,0.11032500001601875
7501,0.11035900004208088
7601,0.1132089999737218
7701,0.11350500001572073
7801,0.11888900003395975
7901,0.11635199992451817
8001,0.11697500001173466
8101,0.11857699998654425
8201,0.12188799993600696
8301,0.12382199999410659
8401,0.12735199998132885
8501,0.1278170000296086
8601,0.12617699999827892
8701,0.1292329999851063
8801,0.13038300001062453
8901,0.134161000023596
9001,0.1340459999628365
9101,0.1349420000333339
9201,0.13605999993160367
9301,0.1375000000698492
9401,0.1391480000456795
9501,0.1418180000036955
9601,0.1411840000655502
9701,0.14552100002765656
9801,0.14564799994695932
9901,0.1481079999357462
,
