n,T(n)
44101,3.999914042651653e-06
44201,7.00005330145359e-06
44301,5.999929271638393e-06
44401,4.999921657145023e-06
44501,4.00003045797348e-06
44601,4.999921657145023e-06
44701,4.00003045797348e-06
44801,5.999929271638393e-06
44901,4.999921657145023e-06
45001,3.999914042651653e-06
45101,6.00004568696022e-06
45201,4.00003045797348e-06
45301,4.00003045797348e-06
45401,5.00003807246685e-06
45501,3.999914042651653e-06
45601,4.999921657145023e-06
45701,4.999921657145023e-06
45801,3.00002284348011e-06
45901,4.00003045797348e-06
46001,3.00002284348011e-06
46101,3.999914042651653e-06
46201,4.00003045797348e-06
46301,4.00003045797348e-06
46401,5.999929271638393e-06
46501,3.999914042651653e-06
46601,4.00003045797348e-06
46701,6.00004568696022e-06
46801,4.00003045797348e-06
46901,4.00003045797348e-06
47001,5.999929271638393e-06
47101,3.999914042651653e-06
47201,4.00003045797348e-06
47301,4.00003045797348e-06
47401,4.999921657145023e-06
47501,4.00003045797348e-06
47601,4.00003045797348e-06
47701,4.999921657145023e-06
47801,4.00003045797348e-06
47901,4.00003045797348e-06
48001,3.999914042651653e-06
48101,5.00003807246685e-06
48201,4.00003045797348e-06
48301,3.00002284348011e-06
48401,5.999929271638393e-06
48501,6.9999368861317635e-06
48601,4.00003045797348e-06
48701,4.00003045797348e-06
48801,5.00003807246685e-06
48901,3.00002284348011e-06
49001,6.00004568696022e-06
49101,4.00003045797348e-06
49201,8.999952115118504e-06
49301,6.9999368861317635e-06
49401,5.999929271638393e-06
49501,5.999929271638393e-06
49601,5.00003807246685e-06
49701,4.00003045797348e-06
49801,1.0999967344105244e-05
49901,5.999929271638393e-06
50001,6.9999368861317635e-06
50101,2.2000051103532314e-05
50201,7.00005330145359e-06
50301,7.00005330145359e-06
50401,5.999929271638393e-06
50501,6.9999368861317635e-06
50601,4.999921657145023e-06
50701,4.00003045797348e-06
50801,5.00003807246685e-06
50901,4.00003045797348e-06
51001,3.999914042651653e-06
51101,5.00003807246685e-06
51201,6.00004568696022e-06
51301,4.999921657145023e-06
51401,4.00003045797348e-06
51501,4.00003045797348e-06
51601,5.00003807246685e-06
51701,5.00003807246685e-06
51801,4.00003045797348e-06
51901,5.999929271638393e-06
52001,3.999914042651653e-06
52101,5.999929271638393e-06
52201,4.999921657145023e-06
52301,3.999914042651653e-06
52401,7.00005330145359e-06
52501,6.00004568696022e-06
52601,4.00003045797348e-06
52701,5.999929271638393e-06
52801,4.999921657145023e-06
52901,4.00003045797348e-06
53001,8.00006091594696e-06
53101,7.999944500625134e-06
53201,5.00003807246685e-06
53301,4.00003045797348e-06
53401,3.00002284348011e-06
53501,3.999914042651653e-06
53601,4.00003045797348e-06
53701,4.00003045797348e-06
53801,5.00003807246685e-06
53901,6.00004568696022e-06
54001,6.00004568696022e-06
54101,4.00003045797348e-06
54201,3.00002284348011e-06
54301,6.00004568696022e-06
54401,5.00003807246685e-06
54501,4.00003045797348e-06
54601,6.00004568696022e-06
54701,3.999914042651653e-06
54801,6.9999368861317635e-06
54901,7.00005330145359e-06
55001,4.00003045797348e-06
55101,4.00003045797348e-06
55201,4.00003045797348e-06
55301,4.00003045797348e-06
55401,5.00003807246685e-06
55501,6.00004568696022e-06
55601,3.00002284348011e-06
55701,4.00003045797348e-06
55801,4.00003045797348e-06
55901,6.00004568696022e-06
56001,4.00003045797348e-06
56101,5.00003807246685e-06
56201,4.00003045797348e-06
56301,4.999921657145023e-06
56401,5.00003807246685e-06
56501,4.00003045797348e-06
56601,4.00003045797348e-06
56701,7.00005330145359e-06
56801,6.00004568696022e-06
56901,5.00003807246685e-06
57001,3.999914042651653e-06
57101,3.999914042651653e-06
57201,4.999921657145023e-06
57301,5.999929271638393e-06
57401,2.9999064281582832e-06
57501,4.00003045797348e-06
57601,5.00003807246685e-06
57701,4.00003045797348e-06
57801,5.999929271638393e-06
57901,5.00003807246685e-06
58001,4.00003045797348e-06
58101,4.999921657145023e-06
58201,4.00003045797348e-06
58301,6.00004568696022e-06
58401,6.00004568696022e-06
58501,6.00004568696022e-06
58601,6.9999368861317635e-06
58701,5.00003807246685e-06
58801,5.00003807246685e-06
58901,5.00003807246685e-06
59001,4.00003045797348e-06
59101,5.00003807246685e-06
59201,6.9999368861317635e-06
59301,4.00003045797348e-06
59401,5.00003807246685e-06
59501,4.00003045797348e-06
59601,5.00003807246685e-06
59701,4.999921657145023e-06
59801,4.00003045797348e-06
59901,3.00002284348011e-06
60001,6.00004568696022e-06
60101,3.00002284348011e-06
60201,6.00004568696022e-06
60301,4.00003045797348e-06
60401,5.999929271638393e-06
60501,5.999929271638393e-06
60601,6.00004568696022e-06
60701,4.00003045797348e-06
60801,3.999914042651653e-06
60901,5.999929271638393e-06
61001,3.999914042651653e-06
61101,6.9999368861317635e-06
61201,5.00003807246685e-06
61301,4.00003045797348e-06
61401,4.00003045797348e-06
61501,3.00002284348011e-06
61601,3.999914042651653e-06
61701,4.00003045797348e-06
61801,5.00003807246685e-06
61901,3.00002284348011e-06
62001,3.00002284348011e-06
62101,4.999921657145023e-06
62201,3.999914042651653e-06
62301,6.00004568696022e-06
62401,4.00003045797348e-06
62501,3.00002284348011e-06
62601,6.00004568696022e-06
62701,5.00003807246685e-06
62801,3.00002284348011e-06
62901,2.9999064281582832e-06
63001,4.00003045797348e-06
63101,6.00004568696022e-06
63201,6.9999368861317635e-06
63301,5.00003807246685e-06
63401,7.00005330145359e-06
63501,3.999914042651653e-06
63601,4.999921657145023e-06
63701,4.00003045797348e-06
63801,4.00003045797348e-06
63901,3.999914042651653e-06
64001,4.00003045797348e-06
64101,3.00002284348011e-06
64201,6.00004568696022e-06
64301,4.00003045797348e-06
64401,4.999921657145023e-06
64501,4.00003045797348e-06
64601,4.00003045797348e-06
64701,2.9999064281582832e-06
64801,4.00003045797348e-06
64901,4.00003045797348e-06
65001,4.00003045797348e-06
65101,7.00005330145359e-06
65201,4.00003045797348e-06
65301,5.999929271638393e-06
65401,5.999929271638393e-06
65501,3.999914042651653e-06
65601,3.00002284348011e-06
65701,5.999929271638393e-06
65801,4.00003045797348e-06
65901,5.00003807246685e-06
66001,6.00004568696022e-06
66101,4.00003045797348e-06
66201,6.00004568696022e-06
66301,4.999921657145023e-06
66401,5.999929271638393e-06
66501,3.00002284348011e-06
66601,4.00003045797348e-06
66701,4.00003045797348e-06
66801,4.999921657145023e-06
66901,4.00003045797348e-06
67001,4.00003045797348e-06
67101,3.999914042651653e-06
67201,3.999914042651653e-06
67301,4.00003045797348e-06
67401,1.8000020645558834e-05
67501,4.999921657145023e-06
67601,5.00003807246685e-06
67701,3.999914042651653e-06
67801,4.999921657145023e-06
67901,4.00003045797348e-06
68001,4.00003045797348e-06
68101,5.00003807246685e-06
68201,4.00003045797348e-06
68301,6.00004568696022e-06
68401,4.00003045797348e-06
68501,5.00003807246685e-06
68601,6.00004568696022e-06
68701,4.00003045797348e-06
68801,6.00004568696022e-06
68901,6.00004568696022e-06
69001,6.9999368861317635e-06
69101,3.999914042651653e-06
69201,6.00004568696022e-06
69301,4.00003045797348e-06
69401,7.00005330145359e-06
69501,6.00004568696022e-06
69601,6.00004568696022e-06
69701,4.00003045797348e-06
69801,6.00004568696022e-06
69901,5.999929271638393e-06
70001,3.999914042651653e-06
70101,4.00003045797348e-06
70201,5.999929271638393e-06
70301,5.999929271638393e-06
70401,5.00003807246685e-06
70501,4.00003045797348e-06
70601,8.00006091594696e-06
70701,5.00003807246685e-06
70801,4.999921657145023e-06
70901,6.00004568696022e-06
71001,5.00003807246685e-06
71101,4.999921657145023e-06
71201,6.9999368861317635e-06
71301,5.00003807246685e-06
71401,7.00005330145359e-06
71501,6.00004568696022e-06
71601,6.00004568696022e-06
71701,4.999921657145023e-06
71801,5.999929271638393e-06
71901,7.00005330145359e-06
72001,6.00004568696022e-06
72101,4.00003045797348e-06
72201,7.00005330145359e-06
72301,4.00003045797348e-06
72401,4.00003045797348e-06
72501,6.00004568696022e-06
72601,4.00003045797348e-06
72701,3.00002284348011e-06
72801,2.9999064281582832e-06
72901,4.00003045797348e-06
73001,3.00002284348011e-06
73101,5.00003807246685e-06
73201,5.00003807246685e-06
73301,3.999914042651653e-06
73401,4.00003045797348e-06
73501,4.00003045797348e-06
73601,3.999914042651653e-06
73701,3.00002284348011e-06
73801,4.00003045797348e-06
73901,5.00003807246685e-06
74001,3.999914042651653e-06
74101,4.00003045797348e-06
74201,4.00003045797348e-06
74301,5.00003807246685e-06
74401,4.00003045797348e-06
74501,4.999921657145023e-06
74601,6.00004568696022e-06
74701,5.999929271638393e-06
74801,4.00003045797348e-06
74901,5.00003807246685e-06
75001,4.00003045797348e-06
75101,4.00003045797348e-06
75201,3.999914042651653e-06
75301,5.00003807246685e-06
75401,6.00004568696022e-06
75501,5.999929271638393e-06
75601,3.999914042651653e-06
75701,4.00003045797348e-06
75801,4.00003045797348e-06
75901,5.00003807246685e-06
76001,4.00003045797348e-06
76101,4.999921657145023e-06
76201,6.9999368861317635e-06
76301,4.999921657145023e-06
76401,6.9999368861317635e-06
76501,4.999921657145023e-06
76601,5.00003807246685e-06
76701,4.00003045797348e-06
76801,2.9999064281582832e-06
76901,4.00003045797348e-06
77001,4.00003045797348e-06
77101,3.999914042651653e-06
77201,4.00003045797348e-06
77301,5.999929271638393e-06
77401,5.00003807246685e-06
77501,4.00003045797348e-06
77601,4.999921657145023e-06
77701,4.00003045797348e-06
77801,3.999914042651653e-06
77901,4.00003045797348e-06
78001,4.00003045797348e-06
78101,4.00003045797348e-06
78201,4.00003045797348e-06
78301,4.999921657145023e-06
78401,3.00002284348011e-06
78501,4.00003045797348e-06
78601,5.00003807246685e-06
78701,4.00003045797348e-06
78801,4.00003045797348e-06
78901,4.00003045797348e-06
79001,3.00002284348011e-06
79101,3.00002284348011e-06
79201,4.00003045797348e-06
79301,6.00004568696022e-06
79401,4.00003045797348e-06
79501,5.00003807246685e-06
79601,4.00003045797348e-06
79701,4.00003045797348e-06
79801,3.00002284348011e-06
79901,4.00003045797348e-06
80001,4.00003045797348e-06
80101,2.9999064281582832e-06
80201,4.00003045797348e-06
80301,4.00003045797348e-06
80401,3.999914042651653e-06
80501,3.00002284348011e-06
80601,5.00003807246685e-06
80701,4.999921657145023e-06
80801,3.00002284348011e-06
80901,4.00003045797348e-06
81001,4.00003045797348e-06
81101,3.999914042651653e-06
81201,4.00003045797348e-06
81301,3.00002284348011e-06
81401,3.999914042651653e-06
81501,4.00003045797348e-06
81601,6.00004568696022e-06
81701,3.00002284348011e-06
81801,4.00003045797348e-06
81901,4.999921657145023e-06
82001,3.999914042651653e-06
82101,4.00003045797348e-06
82201,4.00003045797348e-06
82301,4.00003045797348e-06
82401,5.999929271638393e-06
82501,6.00004568696022e-06
82601,5.00003807246685e-06
82701,4.00003045797348e-06
82801,4.00003045797348e-06
82901,4.00003045797348e-06
83001,4.00003045797348e-06
83101,6.00004568696022e-06
83201,4.00003045797348e-06
83301,4.00003045797348e-06
83401,2.9999064281582832e-06
83501,3.00002284348011e-06
83601,4.00003045797348e-06
83701,4.00003045797348e-06
83801,4.00003045797348e-06
83901,3.999914042651653e-06
84001,4.00003045797348e-06
84101,4.00003045797348e-06
84201,4.00003045797348e-06
84301,3.999914042651653e-06
84401,4.00003045797348e-06
84501,4.00003045797348e-06
84601,3.999914042651653e-06
84701,3.00002284348011e-06
84801,3.00002284348011e-06
84901,4.999921657145023e-06
85001,4.00003045797348e-06
85101,4.00003045797348e-06
85201,3.999914042651653e-06
85301,3.00002284348011e-06
85401,3.00002284348011e-06
85501,6.00004568696022e-06
85601,6.00004568696022e-06
85701,4.00003045797348e-06
85801,6.00004568696022e-06
85901,5.999929271638393e-06
86001,3.999914042651653e-06
86101,5.999929271638393e-06
86201,3.999914042651653e-06
86301,5.00003807246685e-06
86401,4.00003045797348e-06
86501,4.00003045797348e-06
86601,4.00003045797348e-06
86701,4.00003045797348e-06
86801,3.00002284348011e-06
86901,3.00002284348011e-06
87001,4.00003045797348e-06
87101,6.00004568696022e-06
87201,6.00004568696022e-06
87301,4.00003045797348e-06
87401,5.999929271638393e-06
87501,4.00003045797348e-06
87601,4.00003045797348e-06
87701,5.00003807246685e-06
87801,6.00004568696022e-06
87901,4.00003045797348e-06
88001,3.999914042651653e-06
88101,3.00002284348011e-06
88201,4.00003045797348e-06
88301,4.00003045797348e-06
88401,3.999914042651653e-06
88501,4.00003045797348e-06
88601,4.00003045797348e-06
88701,5.00003807246685e-06
88801,2.9999064281582832e-06
88901,4.00003045797348e-06
89001,4.00003045797348e-06
89101,4.00003045797348e-06
89201,3.999914042651653e-06
89301,3.00002284348011e-06
89401,3.00002284348011e-06
89501,2.9999064281582832e-06
89601,5.999929271638393e-06
89701,3.999914042651653e-06
89801,4.00003045797348e-06
89901,3.00002284348011e-06
90001,6.9999368861317635e-06
90101,4.00003045797348e-06
90201,3.999914042651653e-06
90301,4.00003045797348e-06
90401,3.00002284348011e-06
90501,3.999914042651653e-06
90601,3.00002284348011e-06
90701,3.00002284348011e-06
90801,4.999921657145023e-06
90901,3.00002284348011e-06
91001,4.00003045797348e-06
91101,3.999914042651653e-06
91201,4.00003045797348e-06
91301,4.00003045797348e-06
91401,3.999914042651653e-06
91501,4.00003045797348e-06
91601,6.9999368861317635e-06
91701,4.00003045797348e-06
91801,4.00003045797348e-06
91901,3.999914042651653e-06
92001,6.00004568696022e-06
92101,4.00003045797348e-06
92201,5.00003807246685e-06
92301,5.00003807246685e-06
92401,5.00003807246685e-06
92501,3.999914042651653e-06
92601,4.999921657145023e-06
92701,4.00003045797348e-06
92801,4.00003045797348e-06
92901,4.999921657145023e-06
93001,2.9999064281582832e-06
93101,3.00002284348011e-06
93201,5.00003807246685e-06
93301,4.00003045797348e-06
93401,4.00003045797348e-06
93501,4.00003045797348e-06
93601,3.00002284348011e-06
93701,4.00003045797348e-06
93801,7.00005330145359e-06
93901,6.9999368861317635e-06
94001,2.9999064281582832e-06
94101,3.00002284348011e-06
94201,5.00003807246685e-06
94301,4.00003045797348e-06
94401,4.00003045797348e-06
94501,2.9999064281582832e-06
94601,4.00003045797348e-06
94701,5.00003807246685e-06
94801,4.00003045797348e-06
94901,2.9999064281582832e-06
95001,4.00003045797348e-06
95101,4.00003045797348e-06
95201,3.999914042651653e-06
95301,4.999921657145023e-06
95401,4.00003045797348e-06
95501,6.00004568696022e-06
95601,4.00003045797348e-06
95701,3.00002284348011e-06
95801,4.00003045797348e-06
95901,4.00003045797348e-06
96001,9.999959729611874e-06
96101,8.00006091594696e-06
96201,5.999929271638393e-06
96301,6.9999368861317635e-06
96401,5.00003807246685e-06
96501,5.999929271638393e-06
96601,6.00004568696022e-06
96701,6.9999368861317635e-06
96801,4.00003045797348e-06
96901,3.999914042651653e-06
97001,5.00003807246685e-06
97101,4.00003045797348e-06
97201,4.00003045797348e-06
97301,6.00004568696022e-06
97401,5.00003807246685e-06
97501,6.00004568696022e-06
97601,5.999929271638393e-06
97701,6.00004568696022e-06
97801,6.00004568696022e-06
97901,6.00004568696022e-06
98001,4.999921657145023e-06
98101,6.00004568696022e-06
98201,6.00004568696022e-06
98301,6.9999368861317635e-06
98401,4.00003045797348e-06
98501,4.999921657145023e-06
98601,3.999914042651653e-06
98701,4.00003045797348e-06
98801,5.00003807246685e-06
98901,6.00004568696022e-06
99001,6.00004568696022e-06
99101,6.9999368861317635e-06
99201,6.00004568696022e-06
99301,5.00003807246685e-06
99401,7.00005330145359e-06
