n,T(n)
0,0.00013999990187585354
1,5.5999960750341415e-05
2,6.400002166628838e-05
3,7.499998901039362e-05
4,8.700008038431406e-05
5,0.00010299996938556433
6,0.00011899997480213642
7,0.00013699999544769526
8,0.00015300000086426735
9,0.00017100002150982618
10,0.000282999943010509
11,0.00021399999968707561
12,0.00022799998987466097
13,0.00024500000290572643
14,0.0002620000159367919
15,0.0002869999734684825
16,0.00029900006484240294
17,0.0003179999766871333
18,0.00035500002559274435
19,0.00036700000055134296
20,0.0003790000919252634
21,0.00039900001138448715
22,0.00041799992322921753
23,0.0004420001059770584
24,0.00048099993728101254
25,0.0004829999525099993
26,0.0005029999883845448
27,0.0005279999459162354
28,0.000547999981790781
29,0.0005890000611543655
30,0.0006130000110715628
31,0.000619000056758523
32,0.0006430000066757202
33,0.0006829999620094895
34,0.0006910000229254365
35,0.0007479999912902713
36,0.0007470001000910997
37,0.0007729999488219619
38,0.0007960000075399876
39,0.0008140000281855464
40,0.0008479999378323555
41,0.0008740000193938613
42,0.0009400000562891364
43,0.0009220000356435776
44,0.0009480000007897615
45,0.0009790000040084124
46,0.0010170000605285168
47,0.0010379999876022339
48,0.0010689999908208847
49,0.001151000033132732
50,0.0011289999820291996
51,0.001158999977633357
52,0.0011840000515803695
53,0.0012100000167265534
54,0.0012410000199452043
55,0.0012890000361949205
56,0.0013059999328106642
57,0.0014560000272467732
58,0.0014130000490695238
59,0.0014540000120177865
60,0.0017379999626427889
61,0.001551999943330884
62,0.0017380000790581107
63,0.001693999976851046
64,0.001626000041142106
65,0.0018029999919235706
66,0.0017350000562146306
67,0.00197500002104789
68,0.0017659999430179596
69,0.002035000012256205
70,0.0019890000112354755
71,0.0018919999711215496
72,0.0018629999831318855
73,0.001959000015631318
74,0.002000999986194074
75,0.002202000003308058
76,0.0022360000293701887
77,0.0021880000131204724
78,0.0020889999577775598
79,0.0021089999936521053
80,0.0021440000273287296
81,0.002206999924965203
82,0.002881999942474067
83,0.0035649999044835567
84,0.002825999981723726
85,0.0033650000113993883
86,0.002540999907068908
87,0.002503999974578619
88,0.002687999978661537
89,0.002823999966494739
90,0.0027570000384002924
91,0.0028509999392554164
92,0.002810999983921647
93,0.0027049999916926026
94,0.003021000069566071
95,0.003329999977722764
96,0.002957999939098954
97,0.0029199999989941716
98,0.002970999921672046
99,0.0029720000457018614
100,0.0031759999692440033
,
