n,T(n)
1,8.000002708286047e-06
11,3.999972250312567e-06
21,4.00003045797348e-06
31,5.00003807246685e-06
41,4.999979864805937e-06
51,1.0999967344105244e-05
61,9.000010322779417e-06
71,1.0000017937272787e-05
81,1.0999967344105244e-05
91,1.4000048395246267e-05
101,1.2000033166259527e-05
111,0.0006130000110715628
121,2.300000051036477e-05
131,2.400000812485814e-05
141,2.7999980375170708e-05
151,3.50000336766243e-05
161,3.6999990697950125e-05
171,4.499999340623617e-05
181,3.999995533376932e-05
191,4.900002386420965e-05
201,4.700000863522291e-05
211,4.899996565654874e-05
221,4.999997327104211e-05
231,5.200004670768976e-05
241,5.600001895800233e-05
251,5.900004180148244e-05
261,6.200000643730164e-05
271,6.399996345862746e-05
281,8.19999841041863e-05
291,8.100003469735384e-05
301,0.00013599998783320189
311,9.80000477284193e-05
321,0.000552999961655587
331,0.00010800000745803118
341,0.00011100003030151129
351,0.00011800002539530396
361,0.00013000000035390258
371,0.0001360000460408628
381,0.0001509999856352806
391,0.0001610000035725534
401,0.00016500003403052688
411,0.0005290000117383897
421,0.00018199998885393143
431,0.00018800003454089165
441,0.00020300003234297037
451,0.0002049999893642962
461,0.000291000003926456
471,0.00023200002033263445
481,0.0007270000060088933
491,0.000248999975156039
501,0.00025299994740635157
511,0.0002559999702498317
521,0.00028199999360367656
531,0.0002739999908953905
541,0.0007409999961964786
551,0.000261999957729131
561,0.00026299996534362435
571,0.0002709999680519104
581,0.00028899998869746923
591,0.0008159999852068722
601,0.0003090000245720148
611,0.00030399998649954796
621,0.00031099998159334064
631,0.00031700002728030086
641,0.0008650000090710819
651,0.00034600001526996493
661,0.00033900002017617226
671,0.00035399995977059007
681,0.00036100001307204366
691,0.0009429999627172947
701,0.000375000003259629
711,0.0003760000108741224
721,0.0003939999733120203
731,0.0009360000258311629
741,0.000400999968405813
751,0.0004130000015720725
761,0.0009800000116229057
771,0.0004290000069886446
781,0.0004569999873638153
791,0.00046500004827976227
801,0.0010149999870918691
811,0.00045499997213482857
821,0.0004710000357590616
831,0.00048099999548867345
841,0.0010550000006332994
851,0.000539999979082495
861,0.0004889999981969595
871,0.0010610000463202596
881,0.0005210000090301037
891,0.0004959999932907522
901,0.0010630000033415854
