n,T(n)
1,8.999952115118504e-06
1001,0.0010189999593421817
2001,0.0005749999545514584
3001,0.000901999999769032
4001,0.0013179999077692628
5001,0.0026080000679939985
6001,0.0021349999587982893
7001,0.0036620000610128045
8001,0.004065999994054437
9001,0.004569999990053475
10001,0.005400000023655593
11001,0.00598399993032217
12001,0.007014999981038272
13001,0.007230999995954335
14001,0.008506999933160841
15001,0.010338000021874905
16001,0.009962999960407615
17001,0.011013000039383769
18001,0.01453599997330457
19001,0.013977000024169683
20001,0.01457899995148182
21001,0.014213999966159463
22001,0.0156870000064373
23001,0.01812300004530698
24001,0.021543000009842217
25001,0.01975099998526275
26001,0.017886999994516373
27001,0.02069800009485334
28001,0.02139099990017712
29001,0.02422000002115965
30001,0.024502999964170158
31001,0.026424000039696693
32001,0.0292139999801293
33001,0.02935800002887845
34001,0.02987800003029406
35001,0.03369299997575581
36001,0.03160699992440641
37001,0.03330700006335974
38001,0.0368209999287501
39001,0.03494200005661696
40001,0.03741200000513345
41001,0.0350099999923259
42001,0.04132400010712445
43001,0.04201099998317659
44001,0.04191500006709248
45001,0.046175000024959445
46001,0.042833999963477254
47001,0.05293300002813339
48001,0.04925899999216199
49001,0.050485000014305115
50001,0.052927000098861754
51001,0.06058599997777492
52001,0.05922900000587106
53001,0.06068799993954599
54001,0.0592380000744015
55001,0.04769699997268617
56001,0.06196399999316782
57001,0.0672290000366047
58001,0.07017800002358854
59001,0.07309299998451024
60001,0.07561599998734891
61001,0.06552399997599423
62001,0.07159400009550154
63001,0.07895100000314415
64001,0.0860300000058487
65001,0.06970799993723631
66001,0.07882099994458258
67001,0.08783999993465841
68001,0.08356599998660386
69001,0.10139899991918355
70001,0.0906250000698492
71001,0.08799999998882413
72001,0.08025100000668317
73001,0.10156099998857826
74001,0.09598999994341284
75001,0.10133400000631809
76001,0.10110700002405792
77001,0.09283600002527237
78001,0.10525999998208135
79001,0.1145760000217706
80001,0.11095000000204891
81001,0.10815500002354383
82001,0.11208499991334975
83001,0.12311499996576458
84001,0.10880599997472018
85001,0.12324300000909716
86001,0.11472800001502037
87001,0.13993299996946007
88001,0.12702000001445413
89001,0.1334379999898374
90001,0.1287599999923259
91001,0.14120200008619577
92001,0.13258799992036074
93001,0.13437500002328306
94001,0.14067999995313585
95001,0.13524600001983345
96001,0.1562739999499172
97001,0.14669800002593547
98001,0.14242000004742295
99001,0.1452669999562204
,
