n,T(n)
1,0.0008379999781027436
1001,0.00017799995839595795
2001,0.00036700000055134296
3001,0.0004760000156238675
4001,0.000661000027321279
5001,0.0007630000473000109
6001,0.0010060000349767506
7001,0.0011260000173933804
8001,0.0012330000172369182
9001,0.0014250000240281224
10001,0.001560000004246831
11001,0.0015589999966323376
12001,0.0016980000073090196
13001,0.0018869999912567437
14001,0.0019370000227354467
15001,0.0020179999992251396
16001,0.002276000042911619
17001,0.002359999984037131
18001,0.0033939999993890524
19001,0.002498999994713813
20001,0.0026630000211298466
21001,0.002779000031296164
22001,0.0029639999847859144
23001,0.00305499997921288
24001,0.003388000011909753
25001,0.0034229999873787165
26001,0.0034680000389926136
27001,0.0037060000468045473
28001,0.0037119999760761857
29001,0.003862000012304634
30001,0.004108000022824854
31001,0.004271999991033226
32001,0.004278999986127019
33001,0.004401999991387129
34001,0.004741000011563301
35001,0.00466699997195974
36001,0.004705999977886677
37001,0.0053319999715313315
38001,0.005243999999947846
39001,0.005181999993510544
40001,0.005537000019103289
41001,0.005522999970708042
42001,0.005536999960895628
43001,0.005919999966863543
44001,0.005846999993082136
45001,0.007295999967027456
46001,0.006201000011060387
47001,0.006346999958623201
48001,0.006580999994184822
49001,0.00656800001161173
50001,0.006633999990299344
51001,0.007421999995131046
52001,0.007074000022839755
53001,0.0073930000071413815
54001,0.007249999966006726
55001,0.007488999981433153
56001,0.007431000005453825
57001,0.007526000030338764
58001,0.007736999948974699
59001,0.007978999987244606
60001,0.008111000002827495
61001,0.008145999978296459
62001,0.008396000019274652
63001,0.008521999989170581
64001,0.00860499998088926
65001,0.008707000000867993
66001,0.008838999958243221
67001,0.009008000022731721
68001,0.009346999984700233
69001,0.009227999951690435
70001,0.009298999968450516
71001,0.009459000022616237
72001,0.009721999987959862
73001,0.009880000026896596
74001,0.010053000005427748
75001,0.010410999995656312
76001,0.010474999959114939
77001,0.010544000018853694
78001,0.010744999977760017
79001,0.010858000023290515
80001,0.010935000027529895
81001,0.011090999993029982
82001,0.01128400000743568
83001,0.011322000005748123
84001,0.011633999994955957
85001,0.011747000040486455
86001,0.011824999994132668
87001,0.01201000000583008
88001,0.012012000021059066
89001,0.012218000018037856
90001,0.020297000010032207
91001,0.012293999956455082
92001,0.012656999984756112
93001,0.012672000040765852
94001,0.012841999996453524
95001,0.013143999967724085
96001,0.013202999951317906
97001,0.013091000029817224
98001,0.013235999969765544
99001,0.013422999996691942
,
