n,T(n)
1,0.0028180000372231007
2,0.002732000080868602
3,0.002895000157877803
4,0.003266999963670969
5,0.002761000068858266
6,0.002621999941766262
7,0.002610999858006835
8,0.0025770000647753477
9,0.002730000065639615
10,0.002609000075608492
11,0.0028080001939088106
12,0.0028200000524520874
13,0.0026289999950677156
14,0.002669000066816807
15,0.003020999953150749
16,0.002959999954327941
17,0.002642999868839979
18,0.0026389998383820057
19,0.002669000066816807
20,0.0026740001048892736
21,0.002591000171378255
22,0.0026539999525994062
23,0.002873999997973442
24,0.0027019998524338007
25,0.0027349998708814383
26,0.002693000016734004
27,0.0031960001215338707
28,0.0032470000442117453
29,0.0030520001892000437
30,0.002704000100493431
31,0.002732000080868602
32,0.0026229999493807554
33,0.002591000171378255
34,0.002592999953776598
35,0.002991999965161085
36,0.0026650000363588333
37,0.0026220001745969057
38,0.0026020000223070383
39,0.0027699999045580626
40,0.0032749997917562723
41,0.0028669999446719885
42,0.002831999910995364
43,0.002642999868839979
44,0.0026910000015050173
45,0.002633999800309539
46,0.0027830000035464764
47,0.0028529998380690813
48,0.0028150000143796206
49,0.002624999964609742
50,0.0026810001581907272
51,0.0030490001663565636
52,0.0032270001247525215
53,0.0027520000003278255
54,0.0030249999836087227
55,0.0027349998708814383
56,0.0026660000439733267
57,0.002715000184252858
58,0.0028329999186098576
59,0.003066000062972307
60,0.0026550001930445433
61,0.002718999981880188
62,0.002655999967828393
63,0.003336999798193574
64,0.0028269998729228973
65,0.0027439999394118786
66,0.002686999971047044
67,0.002865999937057495
68,0.002696000039577484
69,0.002686999971047044
70,0.0028290001209825277
71,0.0027550000231713057
72,0.002616999903693795
73,0.002686999971047044
74,0.0027199999894946814
75,0.00329799996688962
76,0.00278700003400445
77,0.002713999943807721
78,0.0027650000993162394
79,0.002595999976620078
80,0.0027830000035464764
81,0.0027809999883174896
82,0.0029170000925660133
83,0.0027360001113265753
84,0.002706000115722418
85,0.0026080000679939985
86,0.0028359999414533377
87,0.0032220000866800547
88,0.002937999786809087
89,0.002744999947026372
90,0.0027719999197870493
91,0.0026229999493807554
92,0.002693000016734004
93,0.0027169999666512012
94,0.0029109998140484095
95,0.003066000062972307
96,0.002635000040754676
97,0.0027520000003278255
98,0.002641000086441636
99,0.002828999888151884
100,0.0028609998989850283
101,0.002839999971911311
102,0.002905000001192093
103,0.002778999973088503
104,0.002607000060379505
105,0.002770000137388706
106,0.0031159999780356884
107,0.0028279998805373907
108,0.002686999971047044
109,0.002665999811142683
110,0.0027570000384002924
111,0.0028290001209825277
112,0.002633999800309539
113,0.0026199999265372753
114,0.002725000027567148
115,0.0026569999754428864
116,0.0027000000700354576
117,0.002694999799132347
118,0.003235999960452318
119,0.0031659998930990696
120,0.002727000042796135
121,0.002658999990671873
122,0.0027309998404234648
123,0.003352999920025468
124,0.0028559998609125614
125,0.0027290000580251217
126,0.002732000080868602
127,0.002806000178679824
128,0.002686999971047044
129,0.0027209999971091747
130,0.003108000149950385
131,0.00278700003400445
132,0.0027009998448193073
133,0.00267999991774559
134,0.0026489999145269394
135,0.0032399999909102917
136,0.0028979999478906393
137,0.0027570000384002924
138,0.0027379998937249184
139,0.0027260000351816416
140,0.0026730000972747803
141,0.0029619999695569277
142,0.0029279999434947968
143,0.002749999985098839
144,0.002638000063598156
145,0.003108999924734235
146,0.003255999879911542
147,0.0028409999795258045
148,0.0028100002091377974
149,0.0028180000372231007
150,0.0027279998175799847
151,0.0027589998207986355
152,0.0028379999566823244
153,0.002975999843329191
154,0.002983999904245138
155,0.002727000042796135
156,0.002775000175461173
157,0.0027310000732541084
158,0.0030520001892000437
159,0.002775000175461173
160,0.0026770001277327538
161,0.0028099999763071537
162,0.002687999978661537
163,0.0028539998456835747
164,0.0028899998869746923
165,0.003083999967202544
166,0.0029279999434947968
167,0.002786999801173806
168,0.002749999985098839
169,0.0034089998807758093
170,0.003392999991774559
171,0.003206999972462654
172,0.0029100000392645597
173,0.0027840000111609697
174,0.002753000007942319
175,0.002788000041618943
176,0.003172999946400523
177,0.0028780000284314156
178,0.0027489999774843454
179,0.002830000128597021
180,0.0027209999971091747
181,0.0030990000814199448
182,0.002937000012025237
183,0.003255999879911542
184,0.0027039998676627874
185,0.0028039999306201935
186,0.002699999837204814
187,0.002901999978348613
188,0.003014999907463789
189,0.0028879998717457056
190,0.0027230000123381615
191,0.002919000107795
192,0.0036920001730322838
193,0.003000000026077032
194,0.0028409999795258045
195,0.0028840000741183758
196,0.002851999830454588
197,0.002742999931797385
198,0.002791999839246273
199,0.0031289998441934586
200,0.0028520000632852316
201,0.0027630000840872526
202,0.0027669998817145824
203,0.003352999920025468
204,0.002864000154659152
205,0.002861000131815672
206,0.002862999914214015
207,0.0028069999534636736
208,0.002828999888151884
209,0.0028299998957663774
210,0.003031000029295683
211,0.0028429999947547913
212,0.0027439999394118786
213,0.002841999987140298
214,0.0033289999701082706
215,0.003192999865859747
216,0.0028189998120069504
217,0.002707999898120761
218,0.002824000082910061
219,0.002816000021994114
220,0.002896999940276146
221,0.002962999977171421
222,0.0029929999727755785
223,0.0027929998468607664
224,0.0027389999013394117
225,0.002735000103712082
226,0.0027779999654740095
227,0.0028210000600665808
228,0.002738000126555562
229,0.002902999985963106
230,0.0028810000512748957
231,0.0028280001133680344
232,0.0027589998207986355
233,0.0033519999124109745
234,0.002982999896630645
235,0.0027379998937249184
236,0.0027660001069307327
237,0.0027730001602321863
238,0.002873999997973442
239,0.002964999992400408
240,0.0028789998032152653
241,0.003002000041306019
242,0.0027890000492334366
243,0.0028349999338388443
244,0.0030300000216811895
245,0.0030739998910576105
246,0.0029189998749643564
247,0.00278700003400445
248,0.0027420001570135355
249,0.0028510000556707382
250,0.0028409999795258045
251,0.002746000187471509
252,0.0027710001450031996
253,0.0028600001242011786
254,0.002824000082910061
255,0.002840000204741955
256,0.002956000156700611
257,0.0028989999555051327
258,0.002859999891370535
259,0.0028180000372231007
260,0.0028959999326616526
261,0.0029380000196397305
262,0.0027520000003278255
263,0.002822999842464924
264,0.0028729999903589487
265,0.002783999778330326
266,0.002785000018775463
267,0.0027809999883174896
268,0.0030830001924186945
269,0.0029430000577121973
270,0.002781999995931983
271,0.0029980000108480453
272,0.0027989998925477266
273,0.003063999814912677
274,0.002839999971911311
275,0.0029879999347031116
276,0.0028860000893473625
277,0.0028409999795258045
278,0.002824000082910061
279,0.0029920001979917288
280,0.003128000069409609
281,0.002864000154659152
282,0.002832000143826008
283,0.0027680001221597195
284,0.00341400015167892
285,0.003477000165730715
286,0.003315000096336007
287,0.0029249999206513166
288,0.0027729999274015427
289,0.002917999867349863
290,0.002974000060930848
291,0.003094000043347478
292,0.0028150000143796206
293,0.0028729999903589487
294,0.002908000024035573
295,0.003763000015169382
296,0.0030129998922348022
297,0.002725000027567148
298,0.0028729999903589487
299,0.0028989999555051327
300,0.0028290001209825277
301,0.0029009999707341194
302,0.003169999923557043
303,0.002943999832496047
304,0.0028719999827444553
305,0.00291999988257885
306,0.0029290001839399338
307,0.0032220000866800547
308,0.002859000116586685
309,0.0030269999988377094
310,0.0027910000644624233
311,0.002819000044837594
312,0.0028780000284314156
313,0.0029980000108480453
314,0.0028409999795258045
315,0.002764000091701746
316,0.002876000013202429
317,0.0028440000023692846
318,0.0030479999259114265
319,0.0028020001482218504
320,0.0029670000076293945
321,0.0029499998781830072
322,0.002862999914214015
323,0.002954999916255474
324,0.003074999898672104
325,0.003072999883443117
326,0.0027729999274015427
327,0.002933999989181757
328,0.0028570001013576984
329,0.003082999959588051
330,0.0027740001678466797
331,0.0032070002052932978
332,0.002991999965161085
333,0.0028780000284314156
334,0.0029410000424832106
335,0.00292899995110929
336,0.003155000042170286
337,0.002841999987140298
338,0.0029070000164210796
339,0.0029159998521208763
340,0.003405999857932329
